,wlcode
W28398,28
W13622,28
W12874,28
W28401,28
W29797,28
W29796,28
W28872,28
W02777,28
W16274,28
W12247,28
W15699,28
W09881,28
W16418,28
W02851,28
W16414,28
W02855,28
W02883,28
W02884,28
W29588,28
W04911,28
W32059,28
W11268,28
W07760,28
W04194,28
W12128,28
W28797,28
W28475,28
W10851,28
W02909,28
W02911,28
W07758,28
W13531,28
W10323,28
W08263,28
W05043,28
W16519,28
W25895,28
W24504,28
W24505,28
W25883,28
W24511,28
W24525,28
W27356,28
W24533,28
W24535,28
W25879,28
W30572,28
W27518,28
W24551,28
W24555,28
W24563,28
W27860,28
W24564,28
W24572,28
W25877,28
W25862,28
W18812,28
W24536,28
W27362,28
W21685,28
W27350,28
W30086,28
W29927,28
W30556,28
W24386,28
W24388,28
W26005,28
W21764,28
W27340,28
W24397,28
W21759,28
W25896,28
W21758,28
W21748,28
W25986,28
W27852,28
W25977,28
W30553,28
W24402,28
W24403,28
W25976,28
W27534,28
W27854,28
W18632,28
W12245,28
W25901,28
W18733,28
W13505,28
W04974,28
W16490,28
W28458,28
W28823,28
W13501,28
W11948,28
W13499,28
W13497,28
W28819,28
W04134,28
W16462,28
W29788,28
W04140,28
W13493,28
W28627,28
W28465,28
W28468,28
W28632,28
W02802,28
W29792,28
W10829,28
W28825,28
W28827,28
W28623,28
W25933,28
W24463,28
W24468,28
W25922,28
W24474,28
W25911,28
W24475,28
W24479,28
W30574,28
W24490,28
W24503,28
W30575,28
W25909,28
W25908,28
W24497,28
W27858,28
W25905,28
W24500,28
W29915,28
W27156,28
W05937,28
W03755,28
W24491,28
W24450,28
W16728,28
W28873,28
W13019,28
W11853,28
W12642,28
W08904,28
W11851,28
W15398,28
W29660,28
W15402,28
W13117,28
W28697,28
W11847,28
W28696,28
W11846,28
W04497,28
W08053,28
W04495,28
W04493,28
W12643,28
W29735,28
W29254,28
W04490,28
W03585,28
W32176,28
W12601,28
W07321,28
W03540,28
W04637,28
W32173,28
W13274,28
W08041,28
W13272,28
W10314,28
W04648,28
W15536,28
W28664,28
W03617,28
W10883,28
W29605,28
W04638,28
W28728,28
W12595,28
W11220,28
W04357,28
W16084,28
W16082,28
W11895,28
W29367,28
W15285,28
W13239,28
W29657,28
W15440,28
W28662,28
W13281,28
W28491,28
W13283,28
W10853,28
W04218,28
W28649,28
W03250,28
W04805,28
W10549,28
W15623,28
W15615,28
W13385,28
W29524,28
W04229,28
W16161,28
W16156,28
W31734,28
W28521,28
W13382,28
W13380,28
W29769,28
W08899,28
W04442,28
W15382,28
W29736,28
W10487,28
W08100,28
W29232,28
W10309,28
W03591,28
W28542,28
W13027,28
W13030,28
W29523,28
W28694,28
W28710,28
W29231,28
W28682,28
W28708,28
W29240,28
W29270,28
W28707,28
W29602,28
W09681,28
W04550,28
W04441,28
W13158,28
W29733,28
W15341,28
W03731,28
W14916,28
W29614,28
W02763,28
W07995,28
W02765,28
W04064,28
W28432,28
W28549,28
W28548,28
W29680,28
W29113,28
W10799,28
W29679,28
W16573,28
W28437,28
W13546,28
W05062,28
W15763,28
W28439,28
W31990,28
W04086,28
W11116,28
W08256,28
W31966,28
W16684,28
W13697,28
W12508,28
W28599,28
W16768,28
W11005,28
W13705,28
W28600,28
W28601,28
W14807,28
W11317,28
W28841,28
W03995,28
W14814,28
W14815,28
W10182,28
W28388,28
W07797,28
W10775,28
W29686,28
W29458,28
W28391,28
W06903,28
W13675,28
W29652,28
W14914,28
W28855,28
W32150,28
W09733,28
W11211,28
W29485,28
W04373,28
W28725,28
W13233,28
W13230,28
W29206,28
W15503,28
W28723,28
W08856,28
W13007,28
W11891,28
W04607,28
W12659,28
W29280,28
W29664,28
W15333,28
W08872,28
W13185,28
W12507,28
W28643,28
W16275,28
W02754,28
W02678,28
W14882,28
W11304,28
W28610,28
W13613,28
W14898,28
W15789,28
W15784,28
W28413,28
W13599,28
W31982,28
W16651,28
W31981,28
W02683,28
W13595,28
W28416,28
W13590,28
W28417,28
W31973,28
W16635,28
W02732,28
W14913,28
W28414,28
W28497,28
W26604,28
W26605,28
W26978,28
W23106,28
W23097,28
W26977,28
W23095,28
W29908,28
W30166,28
W30170,28
W26996,28
W23020,28
W26976,28
W23137,28
W23139,28
W23148,28
W23199,28
W23825,28
W27057,28
W30157,28
W23004,28
W29946,28
W23110,28
W23120,28
W30431,28
W24071,28
W30429,28
W30416,28
W27802,28
W24040,28
W26232,28
W26250,28
W23115,28
W18294,28
W29987,28
W22985,28
W23126,28
W23124,28
W27018,28
W27013,28
W27012,28
W27170,28
W26724,28
W23207,28
W23202,28
W27054,28
W30199,28
W26927,28
W30202,28
W30205,28
W28185,28
W30213,28
W30215,28
W30218,28
W30198,28
W26926,28
W23872,28
W26925,28
W29845,28
W30233,28
W30234,28
W30190,28
W23849,28
W27753,28
W30224,28
W30197,28
W30196,28
W26931,28
W23201,28
W27049,28
W30158,28
W30163,28
W29952,28
W27046,28
W30162,28
W23826,28
W23184,28
W23171,28
W27040,28
W29953,28
W27023,28
W22996,28
W26975,28
W18024,28
W22984,28
W30191,28
W30194,28
W22405,28
W30405,28
W30415,28
W28173,28
W18240,28
W22273,28
W24057,28
W24064,28
W26316,28
W26276,28
W29988,28
W24042,28
W30396,28
W28161,28
W30399,28
W24056,28
W26273,28
W27269,28
W26530,28
W24021,28
W26228,28
W27299,28
W30400,28
W27796,28
W26358,28
W30412,28
W22512,28
W22265,28
W26386,28
W26329,28
W27280,28
W26270,28
W24023,28
W27809,28
W24025,28
W18318,28
W29847,28
W22266,28
W30009,28
W22478,28
W22358,28
W26231,28
W24016,28
W26326,28
W22395,28
W18317,28
W18060,28
W22392,28
W26263,28
W26407,28
W28167,28
W26389,28
W26303,28
W26336,28
W27562,28
W29848,28
W27257,28
W22323,28
W24074,28
W26334,28
W26259,28
W22475,28
W26239,28
W24073,28
W29929,28
W26335,28
W26497,28
W26306,28
W27294,28
W18311,28
W22416,28
W29993,28
W30410,28
W22317,28
W30418,28
W29902,28
W29996,28
W26388,28
W22448,28
W24065,28
W22414,28
W22451,28
W30002,28
W26301,28
W22421,28
W26279,28
W30003,28
W26422,28
W27799,28
W27264,28
W26244,28
W22956,28
W22351,28
W22955,28
W23439,28
W30131,28
W30235,28
W30241,28
W23993,28
W26664,28
W22595,28
W26742,28
W30129,28
W26740,28
W29933,28
W22590,28
W28179,28
W30374,28
W30375,28
W26715,28
W30377,28
W30379,28
W30438,28
W30128,28
W23453,28
W27083,28
W23804,28
W23381,28
W23382,28
W23390,28
W23456,28
W27636,28
W23542,28
W30120,28
W27099,28
W27639,28
W30121,28
W23493,28
W23487,28
W30127,28
W27086,28
W23425,28
W23455,28
W23454,28
W27084,28
W26701,28
W27072,28
W30380,28
W22573,28
W22603,28
W26766,28
W27213,28
W22602,28
W22601,28
W27229,28
W30098,28
W26800,28
W22604,28
W22566,28
W26632,28
W23961,28
W23969,28
W26631,28
W26622,28
W26618,28
W27241,28
W18054,28
W23952,28
W22605,28
W22606,28
W23883,28
W26688,28
W30382,28
W26687,28
W30383,28
W22596,28
W22598,28
W22599,28
W26769,28
W22616,28
W29975,28
W22615,28
W26771,28
W22614,28
W22611,28
W22610,28
W22609,28
W26770,28
W22608,28
W22600,28
W22574,28
W27073,28
W22570,28
W27701,28
W30109,28
W27591,28
W29939,28
W27621,28
W27622,28
W27118,28
W27117,28
W23597,28
W23615,28
W27115,28
W30114,28
W30115,28
W23572,28
W27635,28
W23552,28
W27103,28
W23551,28
W23550,28
W30113,28
W23616,28
W30237,28
W27066,28
W22951,28
W23219,28
W22950,28
W27740,28
W27741,28
W26967,28
W26952,28
W22947,28
W30185,28
W23827,28
W22943,28
W22941,28
W27743,28
W18063,28
W23840,28
W30180,28
W30182,28
W29962,28
W23213,28
W23549,28
W23617,28
W27101,28
W23618,28
W23547,28
W23216,28
W23546,28
W27670,28
W27082,28
W23764,28
W27673,28
W27077,28
W27075,28
W27674,28
W30143,28
W30144,28
W27677,28
W23353,28
W30150,28
W23329,28
W27129,28
W23314,28
W23296,28
W23548,28
W23619,28
W23371,28
W23692,28
W23705,28
W23704,28
W23702,28
W23698,28
W23673,28
W27153,28
W27145,28
W23627,28
W29912,28
W23707,28
W27161,28
W27612,28
W27143,28
W23659,28
W30106,28
W27136,28
W27617,28
W27132,28
W23706,28
W12974,32
W12978,32
W12984,32
W22419,32
W21320,32
W06313,32
W07351,32
W14690,32
W14033,32
W13946,32
W22420,32
W05207,32
W21807,32
W12170,32
W13962,32
W22422,32
W05095,32
W12918,32
W12915,32
W13976,32
W05407,32
W21279,32
W12967,32
W05300,32
W12352,32
W22436,32
W12914,32
W13225,32
W14017,32
W22435,32
W22434,32
W13232,32
W22432,32
W12181,32
W22430,32
W22439,32
W22427,32
W22425,32
W22433,32
W21785,32
W22438,32
W14032,32
W08842,32
W12351,32
W22440,32
W05412,32
W12986,32
W22426,32
W05083,32
W01964,32
W14908,32
W02018,32
W11060,32
W02008,32
W01994,32
W11273,32
W09875,32
W02035,32
W01981,32
W11045,32
W11279,32
W03353,32
W17074,32
W20200,32
W11044,32
W11043,32
W11066,32
W11069,32
W02117,32
W02115,32
W11253,32
W22437,32
W18652,32
W01954,32
W22417,32
W20951,32
W07728,32
W21852,32
W12908,32
W05089,32
W14783,32
W22423,32
W05119,32
W05202,32
W06374,32
W13996,32
W14802,32
W06839,32
W14804,32
W14809,32
W13983,32
W12931,32
W07329,32
W13995,32
W13986,32
W22424,32
W13984,32
W08928,32
W05124,32
W21250,32
W07677,32
W14364,32
W05077,32
W22406,32
W12888,32
W04971,32
W12878,32
W22404,32
W06495,32
W13904,32
W21027,32
W22403,32
W22402,32
W13914,32
W22401,32
W08481,32
W12893,32
W12903,32
W21853,32
W21152,32
W12900,32
W12899,32
W12538,32
W21147,32
W15003,32
W15000,32
W21090,32
W12885,32
W11256,32
W13101,32
W13153,32
W14348,32
W14172,32
W13100,32
W22477,32
W12522,32
W08578,32
W14355,32
W07770,32
W21572,32
W14363,32
W21569,32
W14167,32
W22476,32
W08579,32
W07845,32
W22442,32
W07666,32
W21106,32
W22409,32
W22513,32
W05067,32
W05054,32
W05051,32
W06509,32
W13861,32
W22491,32
W15064,32
W06510,32
W21008,32
W21004,32
W15079,32
W12862,32
W12859,32
W22394,32
W21941,32
W21937,32
W21938,32
W15095,32
W12853,32
W22399,32
W22398,32
W04888,32
W12857,32
W14650,32
W08943,32
W12398,32
W12963,32
W12408,32
W04850,32
W13940,32
W21861,32
W12378,32
W05046,32
W21112,32
W22415,32
W13258,32
W13280,32
W22400,32
W22397,32
W12830,32
W12843,32
W20947,32
W22396,32
W13845,32
W13289,32
W21942,32
W13291,32
W12836,32
W12834,32
W04853,32
W21964,32
W15127,32
W10360,32
W03203,32
W16566,32
W03395,32
W10141,32
W03128,32
W10808,32
W10601,32
W10186,32
W16305,32
W18986,32
W11750,32
W01137,32
W11570,32
W01205,32
W17416,32
W01383,32
W18975,32
W18143,32
W18108,32
W01389,32
W03153,32
W19114,32
W20277,32
W17518,32
W18075,32
W18070,32
W18069,32
W02324,32
W02315,32
W02644,32
W10286,32
W02305,32
W03930,32
W02296,32
W11126,32
W02675,32
W11123,32
W10659,32
W11122,32
W18641,32
W01549,32
W15819,32
W11434,32
W15761,32
W16263,32
W16264,32
W11761,32
W16404,32
W11419,32
W10339,32
W10685,32
W11556,32
W03336,32
W16350,32
W10205,32
W10473,32
W10867,32
W16349,32
W10516,32
W17338,32
W10911,32
W02913,32
W18966,32
W17303,32
W02891,32
W02894,32
W16359,32
W17325,32
W01397,32
W18160,32
W18180,32
W17328,32
W02923,32
W01533,32
W16370,32
W02900,32
W15910,32
W20230,32
W18147,32
W10715,32
W17796,32
W03303,32
W17869,32
W11544,32
W00187,32
W11541,32
W10156,32
W10736,32
W10632,32
W11169,32
W10629,32
W16199,32
W10627,32
W00339,32
W00362,32
W18030,32
W18032,32
W00450,32
W15756,32
W16207,32
W22514,32
W10628,32
W09886,32
W02613,32
W02268,32
W11306,32
W16466,32
W16518,32
W16510,32
W11288,32
W17113,32
W01910,32
W01904,32
W01887,32
W11293,32
W01878,32
W18821,32
W11014,32
W15803,32
W11004,32
W16467,32
W16978,32
W10471,32
W10258,32
W02152,32
W10101,32
W02827,32
W20225,32
W02860,32
W16412,32
W15846,32
W02054,32
W02781,32
W02051,32
W02043,32
W10369,32
W03647,32
W11039,32
W18781,32
W01935,32
W11608,32
W01796,32
W04051,32
W10446,32
W10454,32
W15791,32
W11307,32
W10459,32
W11745,32
W16429,32
W16426,32
W11327,32
W16458,32
W02454,32
W20070,32
W11655,32
W03837,32
W18476,32
W02377,32
W11149,32
W02367,32
W02242,32
W11216,32
W10127,32
W15882,32
W10273,32
W16788,32
W02734,32
W02210,32
W16949,32
W02737,32
W16622,32
W16611,32
W16963,32
W10263,32
W10134,32
W02254,32
W11112,32
W15888,32
W18577,32
W18469,32
W18474,32
W18463,32
W11161,32
W18461,32
W15937,32
W03890,32
W18452,32
W10317,32
W16837,32
W09966,32
W16709,32
W03857,32
W11154,32
W20008,32
W02504,32
W02503,32
W02502,32
W03845,32
W11626,32
W18494,32
W18518,32
W10079,32
W16733,32
W02563,32
W14156,32
W16496,32
W14390,32
W20429,32
W22288,32
W04267,32
W22287,32
W15581,32
W22185,32
W22286,32
W13508,32
W12613,32
W22159,32
W22160,32
W08096,32
W22313,32
W09447,32
W22312,32
W22311,32
W22306,32
W22303,32
W09466,32
W22178,32
W15519,32
W04286,32
W22192,32
W22190,32
W04309,32
W13741,32
W13740,32
W22377,32
W22376,32
W22375,32
W12780,32
W07916,32
W13323,32
W22373,32
W22372,32
W12621,32
W12772,32
W20830,32
W12712,32
W22492,32
W12460,32
W22291,32
W12602,32
W22188,32
W13502,32
W08133,32
W22290,32
W22371,32
W12620,32
W22292,32
W12610,32
W13423,32
W22281,32
W22279,32
W22278,32
W15641,32
W04212,32
W22277,32
W22276,32
W22275,32
W04198,32
W20388,32
W15665,32
W22274,32
W22156,32
W22318,32
W22319,32
W13593,32
W22349,32
W08012,32
W08014,32
W22345,32
W22115,32
W13442,32
W22378,32
W22283,32
W12577,32
W22158,32
W15610,32
W22284,32
W04190,32
W09708,32
W04179,32
W09710,32
W20326,32
W12574,32
W22272,32
W04219,32
W22267,32
W15720,32
W09731,32
W20671,32
W11777,32
W15726,32
W04132,32
W09732,32
W04192,32
W13489,32
W09705,32
W13453,32
W12687,32
W20864,32
W22014,32
W04574,32
W20629,32
W22361,32
W13341,32
W20668,32
W22074,32
W04554,32
W22362,32
W22065,32
W12722,32
W22363,32
W22364,32
W22365,32
W12739,32
W15339,32
W06981,32
W13717,32
W04615,32
W20890,32
W22384,32
W09093,32
W20664,32
W15367,32
W22071,32
W12723,32
W06131,32
W22083,32
W07941,32
W15372,32
W22366,32
W06904,32
W22048,32
W13629,32
W20701,32
W09173,32
W22383,32
W22367,32
W12717,32
W22058,32
W20670,32
W20651,32
W04561,32
W22359,32
W04568,32
W06985,32
W22360,32
W06978,32
W13693,32
W04764,32
W13771,32
W22382,32
W15177,32
W08364,32
W13754,32
W20866,32
W22084,32
W22370,32
W22369,32
W20802,32
W22368,32
W06865,32
W20901,32
W06866,32
W07931,32
W08369,32
W20768,32
W15297,32
W22032,32
W20733,32
W20731,32
W20826,32
W12792,32
W20827,32
W09159,32
W06816,32
W12812,32
W09086,32
W13768,32
W12799,32
W15195,32
W20874,32
W22381,32
W06799,32
W22380,32
W04743,32
W13779,32
W22379,32
W20907,32
W22385,32
W15141,32
W13809,32
W13804,32
W22390,32
W12819,32
W22388,32
W06691,32
W15148,32
W22386,32
W12814,32
W20896,32
W22116,32
W22391,32
W13576,32
W14090,32
W22459,32
W22458,32
W22457,32
W05544,32
W22456,32
W22455,32
W22453,32
W05576,32
W13015,32
W06258,32
W22450,32
W21745,32
W13017,32
W22444,32
W22541,32
W05817,32
W14265,32
W21628,32
W22504,32
W12516,32
W05633,32
W14092,32
W12253,32
W22447,32
W22544,32
W14513,32
W13180,32
W13005,32
W14596,32
W14067,32
W14065,32
W13193,32
W22446,32
W14611,32
W14277,32
W21427,32
W21401,32
W12999,32
W06279,32
W05499,32
W22445,32
W21371,32
W08812,32
W12349,32
W21727,32
W21434,32
W06273,32
W14291,32
W08633,32
W22502,32
W22501,32
W22499,32
W13052,32
W14189,32
W06143,32
W22524,32
W08257,32
W22473,32
W22472,32
W14147,32
W22500,32
W22526,32
W22474,32
W22530,32
W22468,32
W14392,32
W22533,32
W22534,32
W22535,32
W14138,32
W12681,32
W22536,32
W22471,32
W21693,32
W14214,32
W21636,32
W22505,32
W22507,32
W22508,32
W22510,32
W21657,32
W22511,32
W06096,32
W05880,32
W22506,32
W05876,32
W21633,32
W14260,32
W22493,32
W22495,32
W22496,32
W06044,32
W14226,32
W22497,32
W12514,32
W22498,32
W14242,32
W14243,32
W14255,32
W21697,32
W22490,32
W08720,32
W22334,32
W22332,32
W11946,32
W22141,32
W22142,32
W12649,32
W22143,32
W22145,32
W20501,32
W15482,32
W22335,32
W15483,32
W08064,32
W22146,32
W22148,32
W22149,32
W04405,32
W22140,32
W12652,32
W22139,32
W15461,32
W22328,32
W20499,32
W12668,32
W22352,32
W22353,32
W04487,32
W12677,32
W14438,32
W12676,32
W20564,32
W22337,32
W22110,32
W22118,32
W15410,32
W04517,32
W08001,32
W22090,32
W22357,32
W22356,32
W04546,32
W15381,32
W11993,32
W15390,32
W22355,32
W22354,32
W13601,32
W22109,32
W22093,32
W15441,32
W12497,32
W22128,32
W06229,32
W21705,32
W21479,32
W22461,32
W22460,32
W14095,32
W22463,32
W12254,32
W08254,32
W22466,32
W22462,32
W21544,32
W21541,32
W22548,32
W22549,32
W05772,32
W21520,32
W14426,32
W05765,32
W22123,32
W05763,32
W14124,32
W14131,32
W21491,32
W14405,32
W22464,32
W13625,32
W22132,32
W14116,32
W22130,32
W22133,32
W20550,32
W22326,32
W12660,32
W13553,32
W22138,32
W22320,32
W15444,32
W22325,32
W07058,32
W04883,32
W22393,32
W13167,32
W14459,32
W13170,32
W21700,32
W22465,32
W14464,32
W14463,32
W21997,36
W21986,36
W12423,36
W21987,36
W21988,36
W21995,36
W21993,36
W21994,36
W21998,36
W21996,36
W21999,36
W21983,36
W21992,36
W21982,36
W22063,36
W21980,36
W22069,36
W18441,36
W06835,36
W18466,36
W22068,36
W22067,36
W21981,36
W02435,36
W02438,36
W22061,36
W13641,36
W02378,36
W22039,36
W18467,36
W18458,36
W22035,36
W13397,36
W12440,36
W13399,36
W13396,36
W13395,36
W02090,36
W10362,36
W02081,36
W13402,36
W13381,36
W12493,36
W13369,36
W11068,36
W13627,36
W13352,36
W17088,36
W13376,36
W13404,36
W02124,36
W13416,36
W11162,36
W22021,36
W22020,36
W22037,36
W22006,36
W13724,36
W22004,36
W08378,36
W06857,36
W06846,36
W22000,36
W22005,36
W11148,36
W11139,36
W11138,36
W22033,36
W18422,36
W10805,36
W13608,36
W07858,36
W18262,36
W10579,36
W10562,36
W10843,36
W10566,36
W18124,36
W12881,36
W01053,36
W18115,36
W17458,36
W12866,36
W18112,36
W12846,36
W12842,36
W07839,36
W12750,36
W08130,36
W01953,36
W12609,36
W12737,36
W08121,36
W17798,36
W08215,36
W17802,36
W17677,36
W17675,36
W00071,36
W12614,36
W12550,36
W10779,36
W00040,36
W18055,36
W12756,36
W00728,36
W22045,36
W02457,36
W22051,36
W06910,36
W06922,36
W22052,36
W06895,36
W22053,36
W12448,36
W22055,36
W22056,36
W22059,36
W18460,36
W19176,36
W22054,36
W22086,36
W22044,36
W13282,36
W12768,36
W12770,36
W00732,36
W00827,36
W12775,36
W00756,36
W22042,36
W12788,36
W10608,36
W12805,36
W07886,36
W12776,36
W21979,36
W18263,36
W08213,36
W13299,36
W04433,36
W10387,36
W04189,36
W04938,36
W04601,36
W15579,36
W20337,36
W03976,36
W03611,36
W04610,36
W09934,36
W11951,36
W09640,36
W04815,36
W16108,36
W11759,36
W03849,36
W04078,36
W15583,36
W20992,36
W04173,36
W09709,36
W20640,36
W20423,36
W04191,36
W04556,36
W20551,36
W15299,36
W15586,36
W20753,36
W20244,36
W04626,36
W09303,36
W20346,36
W15302,36
W20228,36
W15387,36
W09221,36
W09103,36
W16140,36
W04871,36
W15420,36
W16013,36
W20865,36
W20216,36
W04164,36
W04752,36
W20472,36
W10136,36
W04530,36
W08144,36
W04154,36
W15954,36
W09003,36
W15724,36
W04036,36
W15906,36
W16141,36
W09246,36
W10119,36
W09725,36
W20955,36
W20872,36
W11571,36
W04757,36
W09480,36
W20956,36
W20304,36
W04754,36
W20867,36
W09398,36
W04573,36
W15230,36
W07120,36
W02241,36
W07117,36
W16882,36
W18394,36
W13551,36
W10326,36
W13558,36
W11137,36
W16886,36
W18266,36
W02235,36
W08298,36
W02143,36
W16874,36
W13428,36
W02293,36
W13506,36
W11049,36
W02142,36
W01983,36
W01984,36
W01999,36
W11059,36
W13525,36
W18315,36
W02026,36
W18307,36
W13418,36
W13419,36
W13420,36
W11110,36
W02024,36
W13301,36
W13438,36
W11091,36
W16052,36
W20357,36
W04409,36
W20358,36
W10110,36
W04717,36
W12131,36
W04585,36
W04583,36
W04175,36
W04097,36
W20412,36
W20224,36
W10059,36
W04920,36
W13446,36
W20567,36
W15844,36
W13450,36
W11104,36
W13455,36
W02200,36
W13463,36
W02207,36
W20986,36
W02223,36
W02229,36
W02198,36
W22060,36
W14353,36
W15608,36
W20332,36
W13480,36
W12582,36
W07687,36
W10656,36
W11407,36
W06207,36
W14256,36
W21418,36
W21431,36
W14134,36
W11294,36
W06206,36
W05551,36
W21688,36
W13964,36
W08487,36
W05733,36
W02559,36
W13842,36
W21958,36
W21957,36
W21940,36
W08450,36
W05045,36
W21943,36
W05044,36
W21960,36
W21631,36
W03307,36
W16425,36
W18517,36
W21956,36
W02556,36
W05042,36
W11172,36
W21948,36
W11264,36
W21630,36
W14123,36
W05670,36
W14207,36
W02985,36
W21373,36
W16528,36
W14546,36
W05626,36
W14550,36
W12244,36
W11274,36
W21677,36
W14566,36
W14166,36
W11384,36
W21674,36
W16166,36
W18969,36
W11289,36
W11412,36
W18660,36
W14628,36
W11301,36
W14110,36
W05972,36
W21976,36
W21375,36
W12331,36
W14154,36
W12257,36
W05638,36
W21655,36
W05629,36
W14144,36
W03291,36
W10308,36
W21936,36
W16456,36
W14345,36
W16680,36
W14864,36
W08933,36
W13938,36
W18956,36
W21193,36
W06449,36
W16437,36
W16433,36
W12381,36
W21869,36
W16694,36
W12290,36
W08475,36
W10288,36
W21912,36
W21930,36
W05851,36
W21931,36
W21926,36
W05854,36
W10655,36
W21920,36
W21928,36
W06503,36
W10304,36
W21923,36
W21929,36
W21566,36
W11179,36
W11348,36
W06173,36
W21900,36
W21915,36
W02873,36
W13805,36
W21972,36
W21973,36
W02533,36
W21974,36
W21074,36
W06699,36
W21975,36
W21971,36
W18537,36
W21961,36
W21959,36
W05070,36
W06700,36
W21935,36
W21970,36
W21969,36
W21917,36
W21921,36
W06540,36
W21939,36
W21151,36
W21962,36
W05028,36
W21098,36
W06625,36
W06627,36
W05009,36
W21966,36
W14987,36
W21967,36
W11337,36
W02991,36
W21927,36
W14098,36
W13189,36
W01845,36
W10418,36
W11001,36
W18236,36
W13215,36
W13220,36
W13221,36
W08276,36
W13228,36
W01866,36
W01873,36
W12504,36
W10409,36
W13245,36
W01911,36
W13116,36
W07684,36
W01393,36
W01394,36
W13107,36
W12964,36
W07671,36
W01841,36
W07670,36
W01417,36
W10875,36
W12993,36
W07673,36
W18140,36
W10948,36
W01405,36
W13119,36
W10464,36
W13127,36
W10773,36
W10612,36
W12719,36
W07974,36
W00457,36
W10752,36
W00555,36
W00308,36
W00235,36
W00215,36
W10634,36
W00149,36
W00138,36
W18650,36
W00276,36
W07715,36
W12729,36
W01314,36
W13130,36
W10964,36
W10965,36
W13113,36
W17214,36
W10977,36
W00621,36
W01798,36
W18228,36
W01838,36
W01840,36
W17202,36
W01359,36
W01353,36
W10442,36
W07718,36
W00175,36
W12534,36
W10259,36
W16472,36
W05463,36
W08550,36
W03057,36
W21330,36
W05957,36
W02632,36
W14799,36
W13967,36
W21806,36
W16340,36
W02649,36
W16213,36
W21245,36
W21600,36
W13987,36
W10879,36
W21323,36
W12264,36
W02917,36
W08508,36
W05283,36
W05971,36
W21787,36
W08649,36
W21284,36
W06333,36
W10165,36
W21254,36
W13994,36
W16252,36
W14073,36
W14020,36
W16608,36
W13097,36
W10928,36
W13070,36
W13065,36
W07613,36
W07620,36
W13098,36
W18178,36
W13033,36
W01522,36
W01509,36
W12533,36
W14069,36
W10894,36
W13053,36
W12520,36
W05484,36
W15738,36
W06734,36
W14024,36
W12223,36
W06295,36
W02823,36
W12353,36
W11225,36
W14066,36
W05409,36
W05960,36
W21771,36
W05362,36
W03074,36
W05360,36
W14391,36
W14292,36
W12983,40
W01416,40
W21312,40
W21313,40
W11856,40
W12991,40
W01433,40
W14722,40
W04236,40
W19197,40
W07662,40
W05309,40
W19054,40
W18133,40
W12924,40
W14830,40
W21230,40
W12839,40
W14780,40
W00906,40
W18106,40
W10178,40
W15773,40
W05179,40
W04241,40
W10815,40
W10153,40
W15653,40
W00853,40
W05178,40
W14820,40
W15631,40
W20389,40
W03293,40
W12835,40
W12696,40
W08007,40
W12683,40
W04108,40
W03302,40
W00167,40
W12654,40
W05047,40
W12644,40
W00841,40
W00849,40
W09645,40
W12945,40
W12960,40
W05271,40
W04223,40
W04220,40
W11488,40
W14774,40
W01364,40
W21294,40
W12975,40
W12941,40
W10850,40
W12942,40
W03367,40
W12951,40
W05260,40
W12956,40
W19196,40
W20234,40
W18475,40
W12832,40
W14249,40
W09194,40
W16781,40
W03861,40
W16784,40
W15972,40
W12437,40
W06791,40
W18482,40
W04636,40
W21662,40
W16531,40
W12403,40
W20765,40
W15329,40
W21670,40
W12322,40
W06124,40
W06121,40
W14202,40
W15301,40
W20760,40
W18490,40
W20757,40
W06722,40
W15988,40
W02799,40
W14216,40
W21654,40
W05069,40
W18499,40
W18472,40
W06847,40
W08379,40
W00876,40
W21243,40
W10602,40
W12861,40
W01001,40
W18132,40
W18131,40
W07756,40
W12910,40
W12909,40
W12904,40
W10837,40
W20241,40
W01083,40
W17442,40
W12880,40
W12876,40
W15978,40
W13739,40
W21639,40
W18478,40
W11286,40
W11283,40
W12833,40
W03843,40
W05560,40
W01995,40
W01308,40
W14808,40
W10160,40
W18113,40
W16450,40
W20318,40
W12220,40
W14920,40
W07567,40
W13214,40
W11009,40
W14674,40
W15580,40
W01778,40
W16309,40
W13196,40
W17256,40
W11400,40
W21405,40
W21402,40
W18237,40
W09487,40
W21360,40
W14662,40
W10984,40
W10456,40
W21421,40
W10920,40
W15068,40
W05442,40
W10955,40
W13168,40
W07588,40
W07578,40
W13219,40
W20421,40
W08832,40
W11567,40
W13217,40
W04324,40
W10411,40
W10188,40
W04589,40
W10906,40
W05498,40
W11441,40
W03004,40
W01871,40
W01775,40
W04035,40
W11024,40
W11395,40
W15792,40
W01801,40
W01773,40
W04256,40
W16278,40
W14694,40
W11013,40
W12125,40
W21336,40
W13044,40
W13227,40
W11440,40
W01772,40
W04022,40
W07621,40
W15582,40
W10959,40
W20217,40
W10187,40
W04301,40
W13137,40
W14680,40
W10421,40
W03076,40
W20345,40
W10795,40
W12791,40
W14865,40
W10794,40
W05080,40
W14912,40
W21162,40
W12585,40
W11783,40
W10720,40
W08106,40
W20303,40
W10647,40
W09677,40
W12598,40
W10689,40
W03233,40
W10661,40
W12568,40
W12567,40
W04999,40
W08190,40
W12565,40
W10673,40
W04145,40
W12635,40
W12640,40
W12641,40
W21160,40
W10701,40
W12169,40
W09700,40
W17509,40
W13120,40
W06306,40
W17302,40
W12752,40
W12771,40
